customer_id,segment,p_repeat,clv_90d_proxy,clv_tier,recency_days,frequency,monetary,avg_basket_value,recommended_action
12599,Loyal,0.9706764634117846,347.13405576858173,Platinum,29,13,2296.72,176.67076923076922,Nudge replenishment and bundles; avoid over-discounting customers already likely to return.
18225,Champions,0.9704231899692835,1551.2028528842961,Platinum,3,26,13054.26,502.0869230769231,"Protect margin with VIP service, early access, and referral prompts."
16729,Loyal,0.9704093277267347,2623.7001286289656,Platinum,38,21,7239.92,344.7580952380952,Nudge replenishment and bundles; avoid over-discounting customers already likely to return.
12483,Champions,0.9703357807450562,660.5337951182819,Platinum,17,19,5120.58,269.5042105263158,"Protect margin with VIP service, early access, and referral prompts."
13941,Champions,0.9698082435911658,1342.7176217046506,Platinum,22,15,11122.300000000001,741.4866666666668,"Protect margin with VIP service, early access, and referral prompts."
16570,Champions,0.9696269023919033,1046.396174040167,Platinum,15,20,7434.31,371.7155,"Protect margin with VIP service, early access, and referral prompts."
14156,Champions,0.9693767060186004,37063.47337150028,Platinum,10,156,313946.37,2012.4767307692307,"Protect margin with VIP service, early access, and referral prompts."
16033,Champions,0.9692251377973334,1948.9452851950177,Platinum,6,27,10836.13,401.3381481481481,"Protect margin with VIP service, early access, and referral prompts."
13018,Champions,0.9691779338867647,1312.1749327126834,Platinum,16,35,9763.16,278.9474285714286,"Protect margin with VIP service, early access, and referral prompts."
17091,Champions,0.9690338539089068,942.2265978756676,Platinum,3,19,7811.1,411.1105263157895,"Protect margin with VIP service, early access, and referral prompts."
13871,Champions,0.9689648984758057,956.4674075355897,Platinum,23,17,7885.85,463.8735294117647,"Protect margin with VIP service, early access, and referral prompts."
13471,Loyal,0.9689261593505397,4697.069527318671,Platinum,1,4,2531.58,632.895,Nudge replenishment and bundles; avoid over-discounting customers already likely to return.
17652,Champions,0.9688858956213952,1510.5475895554305,Platinum,25,12,4867.72,405.6433333333334,"Protect margin with VIP service, early access, and referral prompts."
13225,Champions,0.9688153797304175,1960.9550902273654,Platinum,3,16,16260.07,1016.254375,"Protect margin with VIP service, early access, and referral prompts."
12569,Champions,0.9688026063911847,1427.1465794841624,Platinum,2,32,4124.69,128.8965625,"Protect margin with VIP service, early access, and referral prompts."
13629,Champions,0.9687836601855122,1750.4690122470352,Platinum,23,19,13370.86,703.7294736842106,"Protect margin with VIP service, early access, and referral prompts."
15769,Champions,0.9684041006590122,10605.139164712251,Platinum,7,46,88704.32,1928.3547826086958,"Protect margin with VIP service, early access, and referral prompts."
16592,Champions,0.968288771038794,943.7282136551122,Platinum,4,28,7807.91,278.8539285714286,"Protect margin with VIP service, early access, and referral prompts."
14341,Loyal,0.9681141940973105,526.7101909901647,Platinum,45,18,4467.32,248.18444444444444,Nudge replenishment and bundles; avoid over-discounting customers already likely to return.
12567,Champions,0.9679441690766022,1790.6058682565056,Platinum,23,15,13709.86,913.9906666666667,"Protect margin with VIP service, early access, and referral prompts."
13047,Loyal,0.9679320234769965,1058.2604024922025,Platinum,32,24,8795.16,366.465,Nudge replenishment and bundles; avoid over-discounting customers already likely to return.
14092,Champions,0.9678334219087387,870.9838172636677,Platinum,8,24,7229.45,301.2270833333333,"Protect margin with VIP service, early access, and referral prompts."
17389,Champions,0.9677498120117513,6771.909780052902,Platinum,1,61,57224.68,938.1095081967213,"Protect margin with VIP service, early access, and referral prompts."
16873,Champions,0.9677199631204533,1905.83624259664,Platinum,5,12,14617.39,1218.1158333333333,"Protect margin with VIP service, early access, and referral prompts."
17949,Champions,0.9676383535139872,13998.668294112871,Platinum,1,118,118628.08,1005.3227118644068,"Protect margin with VIP service, early access, and referral prompts."
13777,Champions,0.9675615057373825,6664.188426447354,Platinum,1,61,56478.42,925.875737704918,"Protect margin with VIP service, early access, and referral prompts."
17426,Champions,0.9673726111419196,1065.5745623323453,Platinum,8,13,8077.77,621.3669230769231,"Protect margin with VIP service, early access, and referral prompts."
17961,Champions,0.9668157968722081,353.1872429466554,Platinum,21,100,2995.54,29.9554,"Protect margin with VIP service, early access, and referral prompts."
14911,Champions,0.9664616258952768,34836.47771167403,Platinum,1,398,295972.63,743.6498241206031,"Protect margin with VIP service, early access, and referral prompts."
16444,Loyal,0.9663086611324951,508.8074290738357,Platinum,46,17,3656.58,215.0929411764706,Nudge replenishment and bundles; avoid over-discounting customers already likely to return.
17757,Champions,0.9662923101564134,1179.0441554028732,Platinum,1,56,9422.45,168.25803571428574,"Protect margin with VIP service, early access, and referral prompts."
13488,Champions,0.9657054069933589,1980.6973683636368,Platinum,17,23,15587.88,677.7339130434782,"Protect margin with VIP service, early access, and referral prompts."
17716,Champions,0.9657054069933589,1881.7854799739127,Platinum,23,24,15956.97,664.87375,"Protect margin with VIP service, early access, and referral prompts."
16672,Champions,0.965607018756775,2647.8051105051372,Platinum,2,20,8134.9400000000005,406.747,"Protect margin with VIP service, early access, and referral prompts."
14554,Loyal,0.9656069022593113,3979.2957551922304,Platinum,10,4,2381.04,595.26,Nudge replenishment and bundles; avoid over-discounting customers already likely to return.
12757,Champions,0.965561347555802,3235.95301302968,Platinum,16,13,7857.1,604.3923076923077,"Protect margin with VIP service, early access, and referral prompts."
15502,Champions,0.9655543172427085,2191.046817033458,Platinum,16,14,13993.47,999.5335714285713,"Protect margin with VIP service, early access, and referral prompts."
13993,Loyal,0.9654312732460556,798.8241654276021,Platinum,43,19,6775.71,356.6163157894737,Nudge replenishment and bundles; avoid over-discounting customers already likely to return.
15203,Champions,0.9654234470788875,523.0141243544215,Platinum,26,15,4400.18,293.3453333333334,"Protect margin with VIP service, early access, and referral prompts."
14056,Champions,0.9652999551014395,2512.901812872055,Platinum,1,23,8214.65,357.1586956521739,"Protect margin with VIP service, early access, and referral prompts."
13313,Champions,0.965201354298903,406.09020040621266,Platinum,22,12,3445.32,287.11,"Protect margin with VIP service, early access, and referral prompts."
14688,Champions,0.9651609848609184,1466.1604236748951,Platinum,8,28,7713.57,275.48464285714283,"Protect margin with VIP service, early access, and referral prompts."
14606,Champions,0.965080749529281,3637.0520250286704,Platinum,1,192,30861.06,160.7346875,"Protect margin with VIP service, early access, and referral prompts."
17512,Loyal,0.9650443563933797,651.4430657746728,Platinum,29,18,5467.820000000001,303.76777777777784,Nudge replenishment and bundles; avoid over-discounting customers already likely to return.
16743,Loyal,0.9649674904735811,619.7704472614928,Platinum,29,14,4253.26,303.80428571428575,Nudge replenishment and bundles; avoid over-discounting customers already likely to return.
17381,Champions,0.9648033847602502,6338.499959304508,Platinum,9,38,40002.37,1052.693947368421,"Protect margin with VIP service, early access, and referral prompts."
12748,Champions,0.9646339414306794,6685.431754074145,Platinum,1,336,56599.39,168.45056547619046,"Protect margin with VIP service, early access, and referral prompts."
12779,Loyal,0.9641845284263986,791.5003876410357,Platinum,38,14,6722.2699999999995,480.16214285714284,Nudge replenishment and bundles; avoid over-discounting customers already likely to return.
15129,Loyal,0.9641147616748089,975.8361844543707,Platinum,50,23,6860.18,298.2686956521739,Nudge replenishment and bundles; avoid over-discounting customers already likely to return.
16187,Loyal,0.964114476463906,2111.6469793980737,Platinum,32,15,6911.4400000000005,460.7626666666667,Nudge replenishment and bundles; avoid over-discounting customers already likely to return.
17719,Loyal,0.9639586488341139,1828.6732362145892,Platinum,38,15,5396.04,359.736,Nudge replenishment and bundles; avoid over-discounting customers already likely to return.
12417,Champions,0.963914139635256,805.69813949031,Platinum,3,20,6816.91,340.8455,"Protect margin with VIP service, early access, and referral prompts."
16912,Loyal,0.9637913821488407,531.6382695786245,Platinum,29,15,4480.31,298.68733333333336,Nudge replenishment and bundles; avoid over-discounting customers already likely to return.
14944,Loyal,0.9636542465293936,1283.8328164523277,Platinum,30,19,9784.67,514.9826315789473,Nudge replenishment and bundles; avoid over-discounting customers already likely to return.
16333,Champions,0.9636068056090812,7449.028749171836,Platinum,8,22,26626.8,1210.3090909090909,"Protect margin with VIP service, early access, and referral prompts."
16325,Loyal,0.9634600608930441,424.4139880484971,Platinum,47,12,3597.5,299.7916666666667,Nudge replenishment and bundles; avoid over-discounting customers already likely to return.
12705,Champions,0.9634368358088342,1909.8944505281613,Platinum,15,14,11762.1,840.15,"Protect margin with VIP service, early access, and referral prompts."
15971,Champions,0.9633228615248159,699.1390680362126,Platinum,18,18,5902.83,327.935,"Protect margin with VIP service, early access, and referral prompts."
16008,Champions,0.9631283647805923,739.627177559353,Platinum,24,15,5384.13,358.942,"Protect margin with VIP service, early access, and referral prompts."
15024,Champions,0.9631198786770301,833.180242234038,Platinum,10,16,4075.51,254.719375,"Protect margin with VIP service, early access, and referral prompts."
14088,Champions,0.9630663694859098,13183.971411056005,Platinum,10,16,64036.8,4002.3,"Protect margin with VIP service, early access, and referral prompts."
15023,Champions,0.9629603604639192,1564.9694599260995,Platinum,3,20,12170.68,608.534,"Protect margin with VIP service, early access, and referral prompts."
17139,Champions,0.962898505615109,2431.527584606159,Platinum,16,25,19584.46,783.3783999999999,"Protect margin with VIP service, early access, and referral prompts."
18055,Champions,0.9627461828563383,2348.8239840583155,Platinum,7,14,11195.57,799.6835714285714,"Protect margin with VIP service, early access, and referral prompts."
13137,Champions,0.9625189069087008,1330.9278119488572,Platinum,11,16,7712.7,482.04375,"Protect margin with VIP service, early access, and referral prompts."
12662,Champions,0.9623377464996489,979.3449639749238,Platinum,1,20,6988.02,349.401,"Protect margin with VIP service, early access, and referral prompts."
18198,Champions,0.9622271104324335,1398.3806039136948,Platinum,4,17,5425.56,319.15058823529415,"Protect margin with VIP service, early access, and referral prompts."
14769,Champions,0.9614931944104692,1885.0966512089408,Platinum,3,17,15771.88,927.7576470588235,"Protect margin with VIP service, early access, and referral prompts."
13327,Loyal,0.9610087854370954,1185.137360332187,Platinum,39,20,9879.48,493.974,Nudge replenishment and bundles; avoid over-discounting customers already likely to return.
14415,Champions,0.9609671028482233,1446.4269486472504,Platinum,1,23,12091.6,525.7217391304348,"Protect margin with VIP service, early access, and referral prompts."
15785,Loyal,0.960929491285754,713.1234279171832,Platinum,33,16,5969.93,373.120625,Nudge replenishment and bundles; avoid over-discounting customers already likely to return.
16103,Champions,0.9609237710637746,763.8780585278112,Platinum,7,22,6191.71,281.44136363636363,"Protect margin with VIP service, early access, and referral prompts."
15513,Loyal,0.9607949198849025,3452.7091680015515,Platinum,33,35,27750.55,792.8728571428571,Nudge replenishment and bundles; avoid over-discounting customers already likely to return.
13831,Champions,0.9606025819033704,832.9468002722067,Platinum,16,18,7023.58,390.19888888888886,"Protect margin with VIP service, early access, and referral prompts."
13491,Loyal,0.9605769655018987,538.5919662788699,Platinum,52,27,4566.56,169.13185185185188,Nudge replenishment and bundles; avoid over-discounting customers already likely to return.
17611,Champions,0.9603321263816231,980.4733360273684,Platinum,7,28,8371.98,298.9992857142857,"Protect margin with VIP service, early access, and referral prompts."
12928,Loyal,0.9603308649379606,676.4921569902726,Platinum,35,12,4304.89,358.74083333333334,Nudge replenishment and bundles; avoid over-discounting customers already likely to return.
17865,Loyal,0.9602429860000717,3084.335684272989,Platinum,31,46,26374.39,573.356304347826,Nudge replenishment and bundles; avoid over-discounting customers already likely to return.
17663,Champions,0.9601721205727977,692.3713467711877,Platinum,26,17,5175.83,304.4605882352941,"Protect margin with VIP service, early access, and referral prompts."
14466,Loyal,0.9598007382139085,552.9047169925057,Platinum,29,13,4646.9,357.45384615384614,Nudge replenishment and bundles; avoid over-discounting customers already likely to return.
16218,Loyal,0.9596472514152664,683.5516053796108,Platinum,30,13,4439.97,341.53615384615387,Nudge replenishment and bundles; avoid over-discounting customers already likely to return.
14882,Loyal,0.9595981262271346,506.2050642171052,Platinum,27,14,3628.15,259.1535714285714,Nudge replenishment and bundles; avoid over-discounting customers already likely to return.
17044,Champions,0.959526478254071,1409.321859718527,Platinum,25,12,11962.3,996.8583333333332,"Protect margin with VIP service, early access, and referral prompts."
14866,Champions,0.9594710275324241,3822.646243505178,Platinum,11,19,20850.22,1097.38,"Protect margin with VIP service, early access, and referral prompts."
14211,Loyal,0.9594607139661484,520.0330883498539,Platinum,53,18,4402.29,244.57166666666666,Nudge replenishment and bundles; avoid over-discounting customers already likely to return.
15240,Loyal,0.9594581069537205,524.6931295730665,Platinum,45,12,4459.98,371.66499999999996,Nudge replenishment and bundles; avoid over-discounting customers already likely to return.
16748,Champions,0.9593867302869613,430.22541398728845,Platinum,18,14,3637.33,259.8092857142857,"Protect margin with VIP service, early access, and referral prompts."
14680,Champions,0.9593291761243008,6735.050381630785,Platinum,25,58,57412.77,989.8753448275861,"Protect margin with VIP service, early access, and referral prompts."
15611,Champions,0.9593090515230747,378.88521970046463,Platinum,10,26,2997.28,115.28,"Protect margin with VIP service, early access, and referral prompts."
13450,Loyal,0.9592241875784603,589.8570181777253,Platinum,27,13,4120.04,316.92615384615385,Nudge replenishment and bundles; avoid over-discounting customers already likely to return.
18061,Champions,0.9592056683439005,761.1183593943164,Platinum,22,28,6488.97,231.7489285714286,"Protect margin with VIP service, early access, and referral prompts."
16626,Champions,0.9591102410478684,1426.7357544162971,Platinum,1,17,4413.1,259.59411764705885,"Protect margin with VIP service, early access, and referral prompts."
14030,Champions,0.9590414552994074,978.256620457499,Platinum,18,20,8262.29,413.1145,"Protect margin with VIP service, early access, and referral prompts."
13458,Champions,0.9589804896435373,2660.266994933335,Platinum,7,16,11959.27,747.454375,"Protect margin with VIP service, early access, and referral prompts."
18092,Champions,0.9588314238630352,1897.0135792467247,Platinum,2,18,16179.44,898.8577777777778,"Protect margin with VIP service, early access, and referral prompts."
15527,Champions,0.9586855720076936,664.4692072428287,Platinum,19,23,5575.64,242.41913043478263,"Protect margin with VIP service, early access, and referral prompts."
16497,Loyal,0.9586216058079308,784.8391383750476,Platinum,50,23,6695.28,291.0991304347826,Nudge replenishment and bundles; avoid over-discounting customers already likely to return.
17519,Champions,0.958571767971227,596.4836701172329,Platinum,17,15,5109.47,340.6313333333334,"Protect margin with VIP service, early access, and referral prompts."
14515,Champions,0.9584997752019234,586.9870018976782,Platinum,18,12,3749.2599999999998,312.43833333333333,"Protect margin with VIP service, early access, and referral prompts."
13013,Champions,0.9584653599106828,1500.1689901486986,Platinum,1,29,12625.77,435.3713793103448,"Protect margin with VIP service, early access, and referral prompts."
15570,Champions,0.9583679794494956,1293.2467523729613,Platinum,7,25,9311.04,372.44160000000005,"Protect margin with VIP service, early access, and referral prompts."
15547,Champions,0.9583679794494956,1194.8810374021755,Platinum,7,26,10154.39,390.55346153846153,"Protect margin with VIP service, early access, and referral prompts."
17690,Loyal,0.9581186318951606,952.9001548956247,Platinum,30,20,7448.1,372.40500000000003,Nudge replenishment and bundles; avoid over-discounting customers already likely to return.
13983,Loyal,0.9581186318951606,839.6800753432382,Platinum,30,21,7108.45,338.497619047619,Nudge replenishment and bundles; avoid over-discounting customers already likely to return.
14159,Champions,0.9580783053339534,928.726139982575,Platinum,20,20,7938.01,396.9005,"Protect margin with VIP service, early access, and referral prompts."
15058,Champions,0.9578735220494723,450.18984712939147,Platinum,25,16,3410.03,213.126875,"Protect margin with VIP service, early access, and referral prompts."
17364,Champions,0.9577825910496055,1421.4145257365137,Platinum,1,28,12070.42,431.0864285714286,"Protect margin with VIP service, early access, and referral prompts."
17838,Loyal,0.9576765812929982,918.3086370106541,Platinum,27,13,6722.900000000001,517.1461538461539,Nudge replenishment and bundles; avoid over-discounting customers already likely to return.
17696,Loyal,0.9575940067055265,907.8925133278636,Platinum,38,27,7679.59,284.42925925925925,Nudge replenishment and bundles; avoid over-discounting customers already likely to return.
17049,Champions,0.9573441404029166,1326.756272569301,Platinum,3,19,9947.48,523.5515789473684,"Protect margin with VIP service, early access, and referral prompts."
15719,Loyal,0.9573166314068188,1191.8856327040342,Platinum,33,31,10223.06,329.77612903225804,Nudge replenishment and bundles; avoid over-discounting customers already likely to return.
13538,Loyal,0.9568967288462938,396.55399989697514,Platinum,43,12,3112.73,259.39416666666665,Nudge replenishment and bundles; avoid over-discounting customers already likely to return.
16265,Champions,0.9566382092694207,1467.07708815752,Platinum,9,12,6935.17,577.9308333333333,"Protect margin with VIP service, early access, and referral prompts."
15114,Loyal,0.9566271009381021,695.3402006169819,Platinum,30,12,3400.12,283.3433333333333,Nudge replenishment and bundles; avoid over-discounting customers already likely to return.
17314,Champions,0.9562918011392225,572.7353566397712,Platinum,25,17,4904.43,288.4958823529412,"Protect margin with VIP service, early access, and referral prompts."
14239,Loyal,0.9562049080476506,499.1588666744697,Platinum,43,21,4263.17,203.00809523809525,Nudge replenishment and bundles; avoid over-discounting customers already likely to return.
16466,Loyal,0.9560486125089054,514.4689687136298,Platinum,34,15,3838.59,255.906,Nudge replenishment and bundles; avoid over-discounting customers already likely to return.
14898,Champions,0.9553838948959739,409.80633998906814,Platinum,23,14,3507.81,250.55785714285713,"Protect margin with VIP service, early access, and referral prompts."
14796,Champions,0.9552530072733829,1291.3276168706302,Platinum,1,27,10889.64,403.32,"Protect margin with VIP service, early access, and referral prompts."
17071,Loyal,0.9552275022408163,477.7645765154988,Platinum,28,13,3801.2000000000003,292.40000000000003,Nudge replenishment and bundles; avoid over-discounting customers already likely to return.
14221,Loyal,0.9552235599374401,915.5382352436275,Platinum,42,17,6517.49,383.38176470588235,Nudge replenishment and bundles; avoid over-discounting customers already likely to return.
16293,Champions,0.9545832806675714,548.9384187883351,Platinum,22,15,4657.95,310.53,"Protect margin with VIP service, early access, and referral prompts."
17442,Loyal,0.9540368001586063,599.2662545310465,Platinum,37,15,4620.3,308.02000000000004,Nudge replenishment and bundles; avoid over-discounting customers already likely to return.
14064,Loyal,0.953887667224859,416.4306995650827,Platinum,29,15,3332.42,222.16133333333335,Nudge replenishment and bundles; avoid over-discounting customers already likely to return.
16360,Loyal,0.9535961120091156,3425.6607456634556,Platinum,5,6,3512.53,585.4216666666667,Nudge replenishment and bundles; avoid over-discounting customers already likely to return.
13728,Loyal,0.9535423319080286,335.6538238102002,Platinum,37,16,2855.17,178.448125,Nudge replenishment and bundles; avoid over-discounting customers already likely to return.
13081,Champions,0.9532975204783497,6948.852315334321,Platinum,12,28,59205.15,2114.469642857143,"Protect margin with VIP service, early access, and referral prompts."
15953,Champions,0.953162892402187,427.7052992707881,Platinum,15,18,3669.5499999999997,203.86388888888888,"Protect margin with VIP service, early access, and referral prompts."
12431,Loyal,0.9527877432939986,1341.6147924709717,Platinum,36,27,10857.97,402.147037037037,Nudge replenishment and bundles; avoid over-discounting customers already likely to return.
14146,Champions,0.9523308668535899,1165.443331212062,Platinum,9,12,9450.3,787.525,"Protect margin with VIP service, early access, and referral prompts."
16126,Loyal,0.9523296035687577,1703.3545608949516,Platinum,29,15,14646.800000000001,976.4533333333334,Nudge replenishment and bundles; avoid over-discounting customers already likely to return.
14217,Champions,0.9521627433384687,555.6151462006077,Platinum,2,23,3416.89,148.5604347826087,"Protect margin with VIP service, early access, and referral prompts."
16401,Champions,0.9520794853052897,1057.448952450604,Platinum,1,23,6849.15,297.7891304347826,"Protect margin with VIP service, early access, and referral prompts."
17220,Champions,0.9519124204654649,557.2728797357021,Platinum,24,21,4481.75,213.41666666666666,"Protect margin with VIP service, early access, and referral prompts."
14040,Loyal,0.9518809752666763,1465.9498990477296,Platinum,41,35,12645.57,361.30199999999996,Nudge replenishment and bundles; avoid over-discounting customers already likely to return.
16668,Loyal,0.9518548265417969,117.08538439866224,Gold,15,13,862.42,66.34,Nudge replenishment and bundles; avoid over-discounting customers already likely to return.
17469,Champions,0.9516029180785863,598.3548846403891,Platinum,16,17,5051.25,297.13235294117646,"Protect margin with VIP service, early access, and referral prompts."
17063,Champions,0.951497238485865,421.6300571628115,Platinum,21,13,3638.53,279.8869230769231,"Protect margin with VIP service, early access, and referral prompts."
17930,Loyal,0.9514969113223447,566.7295298299015,Platinum,36,13,4275.22,328.86307692307696,Nudge replenishment and bundles; avoid over-discounting customers already likely to return.
14395,Champions,0.9514775403337963,1171.4605748752806,Platinum,2,20,8208.01,410.4005,"Protect margin with VIP service, early access, and referral prompts."
14505,Champions,0.9514389346270431,1407.824120116138,Platinum,17,19,12001.84,631.6757894736842,"Protect margin with VIP service, early access, and referral prompts."
15727,Champions,0.9514389346270431,1180.7508575573977,Platinum,17,15,9445.51,629.7006666666667,"Protect margin with VIP service, early access, and referral prompts."
14329,Champions,0.9514389346270431,1175.7440191628557,Platinum,17,15,9927.22,661.8146666666667,"Protect margin with VIP service, early access, and referral prompts."
12685,Loyal,0.9514177208967312,2608.0707909686294,Platinum,28,6,2863.08,477.18,Nudge replenishment and bundles; avoid over-discounting customers already likely to return.
12957,Champions,0.9513410173727925,1022.6293454363436,Platinum,10,13,8706.97,669.766923076923,"Protect margin with VIP service, early access, and referral prompts."
16791,Loyal,0.9510906648996869,469.70710892409573,Platinum,29,15,4038.69,269.246,Nudge replenishment and bundles; avoid over-discounting customers already likely to return.
17338,Champions,0.9510064557052756,1626.4313322328464,Platinum,17,17,12142.57,714.2688235294117,"Protect margin with VIP service, early access, and referral prompts."
14426,Champions,0.9510064557052756,1556.280928203367,Platinum,24,17,11727.94,689.8788235294118,"Protect margin with VIP service, early access, and referral prompts."
17213,Loyal,0.9509988554617534,611.7965836956553,Platinum,40,13,5182.3,398.63846153846157,Nudge replenishment and bundles; avoid over-discounting customers already likely to return.
17287,Champions,0.9509947206518536,477.5314825479561,Platinum,26,21,4111.96,195.80761904761906,"Protect margin with VIP service, early access, and referral prompts."
14422,Champions,0.9509038905141568,1215.837551389291,Platinum,1,19,10271.52,540.6063157894737,"Protect margin with VIP service, early access, and referral prompts."
15187,Champions,0.9507511413871086,1928.1690584200476,Platinum,2,16,4777.18,298.57375,"Protect margin with VIP service, early access, and referral prompts."
14868,Champions,0.9505969791052784,852.2801285456306,Platinum,3,12,4184.01,348.6675,"Protect margin with VIP service, early access, and referral prompts."
13634,Loyal,0.9505651493496565,621.8334371696135,Platinum,33,16,5073.47,317.091875,Nudge replenishment and bundles; avoid over-discounting customers already likely to return.
17402,Champions,0.9503359143609913,602.8733875578669,Platinum,5,23,5096.18,221.57304347826087,"Protect margin with VIP service, early access, and referral prompts."
16327,Champions,0.950302478230061,1265.9609789043373,Platinum,14,16,10731.34,670.70875,"Protect margin with VIP service, early access, and referral prompts."
16607,Champions,0.9500396276747792,828.451168928613,Platinum,18,25,5706.87,228.2748,"Protect margin with VIP service, early access, and referral prompts."
12415,Champions,0.9499423786558682,23390.987661570936,Platinum,24,28,144458.37,5159.2275,"Protect margin with VIP service, early access, and referral prompts."
14099,Champions,0.9498138344159532,675.1665768366254,Platinum,16,20,5765.71,288.2855,"Protect margin with VIP service, early access, and referral prompts."
14525,Champions,0.9496306921861088,970.1113223871737,Platinum,20,17,8240.64,484.74352941176465,"Protect margin with VIP service, early access, and referral prompts."
17191,Loyal,0.9495589241496987,560.0139555041646,Platinum,28,15,4836.05,322.40333333333336,Nudge replenishment and bundles; avoid over-discounting customers already likely to return.
13769,Champions,0.9494261949609993,684.580610607474,Platinum,2,20,5800.42,290.021,"Protect margin with VIP service, early access, and referral prompts."
12627,Loyal,0.9490527516263332,2732.3750698335525,Platinum,11,7,4478.53,639.79,Nudge replenishment and bundles; avoid over-discounting customers already likely to return.
13824,Loyal,0.9489825753493251,444.4402721065049,Platinum,33,12,3314.76,276.23,Nudge replenishment and bundles; avoid over-discounting customers already likely to return.
15034,Champions,0.9489659295086774,1230.540731809306,Platinum,16,14,8313.4,593.8142857142857,"Protect margin with VIP service, early access, and referral prompts."
17528,Champions,0.9489305240295124,4364.612627883066,Platinum,1,8,3628.5,453.5625,"Protect margin with VIP service, early access, and referral prompts."
14401,Champions,0.9489243249081444,800.5400465764045,Platinum,4,22,6795.9,308.9045454545454,"Protect margin with VIP service, early access, and referral prompts."
15854,Champions,0.9489162097969955,653.2480875731378,Platinum,4,21,5583.81,265.8957142857143,"Protect margin with VIP service, early access, and referral prompts."
13971,Champions,0.9488604342358099,583.5995969726845,Platinum,19,14,4667.57,333.3978571428571,"Protect margin with VIP service, early access, and referral prompts."
15373,Champions,0.9488045114396199,497.7184396345759,Platinum,8,17,3421.39,201.25823529411764,"Protect margin with VIP service, early access, and referral prompts."
17157,Champions,0.9487665191878861,598.5245179841719,Platinum,8,19,5151.9,271.15263157894736,"Protect margin with VIP service, early access, and referral prompts."
14334,Champions,0.9484841276616777,647.8750021198525,Platinum,17,12,4318.48,359.8733333333333,"Protect margin with VIP service, early access, and referral prompts."
14744,Champions,0.9481670914386966,581.6376321484186,Platinum,16,14,3885.08,277.5057142857143,"Protect margin with VIP service, early access, and referral prompts."
18075,Champions,0.9481260683980838,988.9697813818352,Platinum,23,20,5783.29,289.1645,"Protect margin with VIP service, early access, and referral prompts."
12910,Champions,0.9478647667950663,796.2778373946287,Platinum,23,13,5796.52,445.8861538461539,"Protect margin with VIP service, early access, and referral prompts."
18144,Champions,0.94767136297525,596.6790565056616,Platinum,8,19,5058.0,266.2105263157895,"Protect margin with VIP service, early access, and referral prompts."
15712,Champions,0.9476507805508033,400.7535645741778,Platinum,9,12,3472.4100000000003,289.3675,"Protect margin with VIP service, early access, and referral prompts."
12856,Loyal,0.9476141915423901,2904.9364751751596,Platinum,8,6,2179.93,363.32166666666666,Nudge replenishment and bundles; avoid over-discounting customers already likely to return.
13953,Champions,0.9474695223458818,777.837598473443,Platinum,7,12,6640.68,553.39,"Protect margin with VIP service, early access, and referral prompts."
14047,Champions,0.9474493794806689,535.9354475412803,Platinum,9,14,4255.03,303.93071428571426,"Protect margin with VIP service, early access, and referral prompts."
12484,Loyal,0.947362185052919,797.5558444645179,Platinum,33,12,6370.15,530.8458333333333,Nudge replenishment and bundles; avoid over-discounting customers already likely to return.
15365,Champions,0.9472716029057867,577.2891316159054,Platinum,26,13,4557.13,350.54846153846154,"Protect margin with VIP service, early access, and referral prompts."
13709,Champions,0.9470823201580526,927.0789374862329,Platinum,4,18,7591.75,421.7638888888889,"Protect margin with VIP service, early access, and referral prompts."
16767,Loyal,0.9468961048749333,1166.1940329466634,Platinum,31,15,8073.8,538.2533333333333,Nudge replenishment and bundles; avoid over-discounting customers already likely to return.
17659,Champions,0.9467805713857069,846.5373576709263,Platinum,17,14,3834.79,273.9135714285714,"Protect margin with VIP service, early access, and referral prompts."
12594,Loyal,0.9466913511633118,671.3447062109748,Platinum,38,15,5090.110000000001,339.3406666666667,Nudge replenishment and bundles; avoid over-discounting customers already likely to return.
16255,Champions,0.9464405776279372,610.159877908655,Platinum,17,15,4906.8,327.12,"Protect margin with VIP service, early access, and referral prompts."
16326,Champions,0.9455374974698458,604.0720647677608,Platinum,6,24,4826.99,201.12458333333333,"Protect margin with VIP service, early access, and referral prompts."
14432,Loyal,0.9454740672751762,2156.487182170618,Platinum,10,6,2255.51,375.91833333333335,Nudge replenishment and bundles; avoid over-discounting customers already likely to return.
17644,Champions,0.9453743981743379,774.8271430740834,Platinum,1,20,6028.6,301.43,"Protect margin with VIP service, early access, and referral prompts."
14503,Loyal,0.9452674182264931,1684.0197816059683,Platinum,3,6,3543.26,590.5433333333334,Nudge replenishment and bundles; avoid over-discounting customers already likely to return.
13230,Champions,0.9451533937627431,857.4836012013254,Platinum,4,30,6360.78,212.02599999999998,"Protect margin with VIP service, early access, and referral prompts."
14113,Champions,0.9449917395961193,824.0726879725613,Platinum,4,16,7092.610000000001,443.28812500000004,"Protect margin with VIP service, early access, and referral prompts."
16365,Champions,0.9446922606636978,385.71435116876313,Platinum,18,15,3307.2,220.48,"Protect margin with VIP service, early access, and referral prompts."
16954,Champions,0.9442060561612308,749.0279907190261,Platinum,1,20,6081.88,304.094,"Protect margin with VIP service, early access, and referral prompts."
18077,Champions,0.9441188240356034,502.9337719900569,Platinum,8,18,4338.56,241.03111111111113,"Protect margin with VIP service, early access, and referral prompts."
